"","Location","Tournament","Date","Series","Court","Surface","Round","BestOf","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Comment","Result","RankNadal","RankRival","RivalName","PartidosUlt6Meses","PartidosUlt3Meses","PartidosUltMes","WRUlt6Meses","WRUlt3Meses","WRUltMes","PartidosRivalUlt6Meses","PartidosRivalUlt3Meses","PartidosRivalUltMes","WRRivalUlt6Meses","WRRivalUlt3Meses","WRRivalUltMes","SetsNadal","SetsRival","SetsGanadosUltPartido","SetsPerdidosUltPartido","ResultUltPartido","RoundUltPartido","H2HPartidos","H2HGanados","H2HWR"
"254","Melbourne","Australian Open",2008-01-24,"Grand Slam","Outdoor","Hard","Semifinals","5",6,2,6,3,6,2,NA,NA,NA,NA,"Completed","Lose",2,38,"Tsonga J.W.",32,20,11,0.71875,0.75,0.818181818181818,27,14,11,0.666666666666667,0.714285714285714,0.818181818181818,0,3,3,0,"Win","Quarterfinals",1,1,1
"255","Rotterdam","ABN AMRO World Tennis Tournament",2008-02-20,"International Gold","Indoor","Hard","1st Round","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,33,"Tursunov D.",28,12,3,0.75,0.833333333333333,0.666666666666667,26,11,1,0.653846153846154,0.727272727272727,0,2,0,0,3,"Lose","Semifinals",0,0,NA
"256","Rotterdam","ABN AMRO World Tennis Tournament",2008-02-21,"International Gold","Indoor","Hard","2nd Round","3",3,6,6,3,6,4,NA,NA,NA,NA,"Completed","Lose",2,42,"Seppi A.",29,13,3,0.724137931034483,0.769230769230769,0.333333333333333,20,8,3,0.5,0.5,0.666666666666667,1,2,2,0,"Win","1st Round",0,0,NA
"257","Dubai","Dubai Tennis Championships",2008-03-04,"International Gold","Outdoor","Hard","1st Round","3",3,6,6,1,6,4,NA,NA,NA,NA,"Completed","Win",2,27,"Kohlschreiber P.",26,14,3,0.730769230769231,0.785714285714286,0.666666666666667,22,14,2,0.681818181818182,0.714285714285714,0,2,1,1,2,"Lose","2nd Round",3,3,1
"258","Dubai","Dubai Tennis Championships",2008-03-05,"International Gold","Outdoor","Hard","2nd Round","3",6,4,6,0,NA,NA,NA,NA,NA,NA,"Completed","Win",2,171,"Ledovskikh M.",27,15,4,0.740740740740741,0.8,0.75,5,2,2,0.4,0.5,0.5,2,0,2,1,"Win","1st Round",0,0,NA
"259","Dubai","Dubai Tennis Championships",2008-03-06,"International Gold","Outdoor","Hard","Quarterfinals","3",7,6,6,2,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,6,"Roddick A.",28,16,5,0.714285714285714,0.75,0.6,19,14,11,0.736842105263158,0.857142857142857,0.909090909090909,0,2,2,0,"Win","2nd Round",1,1,1
"260","Indian Wells","Pacific Life Open",2008-03-15,"Masters","Outdoor","Hard","2nd Round","3",6,3,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,141,"Giraldo S.",29,17,6,0.724137931034483,0.764705882352941,0.666666666666667,2,2,2,0.5,0.5,0.5,2,0,0,2,"Lose","Quarterfinals",0,0,NA
"261","Indian Wells","Pacific Life Open",2008-03-17,"Masters","Outdoor","Hard","3rd Round","3",6,1,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,86,"Young D.",30,18,7,0.733333333333333,0.777777777777778,0.714285714285714,9,9,7,0.444444444444444,0.444444444444444,0.571428571428571,2,0,2,0,"Win","2nd Round",0,0,NA
"262","Indian Wells","Pacific Life Open",2008-03-19,"Masters","Outdoor","Hard","4th Round","3",6,7,7,6,7,5,NA,NA,NA,NA,"Completed","Win",2,17,"Tsonga J.W.",31,19,8,0.741935483870968,0.789473684210526,0.75,26,16,3,0.653846153846154,0.6875,0.666666666666667,2,1,2,0,"Win","3rd Round",2,1,0.5
"263","Indian Wells","Pacific Life Open",2008-03-21,"Masters","Outdoor","Hard","Quarterfinals","3",7,5,3,6,6,3,NA,NA,NA,NA,"Completed","Win",2,9,"Blake J.",32,20,8,0.75,0.8,0.75,27,18,6,0.666666666666667,0.722222222222222,0.666666666666667,2,1,2,1,"Win","4th Round",3,0,0
"264","Indian Wells","Pacific Life Open",2008-03-22,"Masters","Outdoor","Hard","Semifinals","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,3,"Djokovic N.",33,21,8,0.727272727272727,0.761904761904762,0.75,31,18,9,0.774193548387097,0.888888888888889,0.888888888888889,0,2,2,1,"Win","Quarterfinals",8,6,0.75
"265","Miami","Sony Ericsson Open",2008-03-28,"Masters","Outdoor","Hard","2nd Round","3",7,5,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,108,"Becker B.",34,22,9,0.735294117647059,0.772727272727273,0.777777777777778,19,14,5,0.421052631578947,0.428571428571429,0.2,2,0,0,2,"Lose","Semifinals",0,0,NA
"266","Miami","Sony Ericsson Open",2008-03-30,"Masters","Outdoor","Hard","3rd Round","3",6,2,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,51,"Kiefer N.",35,23,10,0.742857142857143,0.782608695652174,0.8,18,9,6,0.555555555555556,0.444444444444444,0.5,2,0,2,0,"Win","2nd Round",0,0,NA
"267","Miami","Sony Ericsson Open",2008-04-01,"Masters","Outdoor","Hard","4th Round","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,16,"Mathieu P.H.",36,23,11,0.75,0.782608695652174,0.818181818181818,31,17,7,0.645161290322581,0.588235294117647,0.571428571428571,2,0,2,0,"Win","3rd Round",6,6,1
"268","Miami","Sony Ericsson Open",2008-04-02,"Masters","Outdoor","Hard","Quarterfinals","3",3,6,6,3,6,1,NA,NA,NA,NA,"Completed","Win",2,9,"Blake J.",37,23,12,0.756756756756757,0.782608695652174,0.833333333333333,31,22,8,0.67741935483871,0.727272727272727,0.75,2,1,2,0,"Win","4th Round",4,1,0.25
"269","Miami","Sony Ericsson Open",2008-04-04,"Masters","Outdoor","Hard","Semifinals","3",7,6,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,10,"Berdych T.",38,22,11,0.763157894736842,0.772727272727273,0.818181818181818,23,17,6,0.608695652173913,0.647058823529412,0.666666666666667,2,0,2,1,"Win","Quarterfinals",6,3,0.5
"270","Miami","Sony Ericsson Open",2008-04-06,"Masters","Outdoor","Hard","The Final","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,4,"Davydenko N.",39,22,11,0.743589743589744,0.772727272727273,0.818181818181818,33,18,8,0.727272727272727,0.777777777777778,0.875,1,2,2,0,"Win","Semifinals",2,2,1
"271","Monte Carlo","Monte Carlo Masters",2008-04-23,"Masters","Outdoor","Clay","2nd Round","3",6,0,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,55,"Ancic M.",37,17,7,0.756756756756757,0.764705882352941,0.857142857142857,20,18,6,0.7,0.722222222222222,0.666666666666667,2,0,1,2,"Lose","The Final",0,0,NA
"272","Monte Carlo","Monte Carlo Masters",2008-04-24,"Masters","Outdoor","Clay","3rd Round","3",6,4,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,24,"Ferrero J.C.",38,18,8,0.763157894736842,0.777777777777778,0.875,23,13,6,0.565217391304348,0.461538461538462,0.5,2,0,2,0,"Win","2nd Round",6,5,0.833333333333333
"273","Monte Carlo","Monte Carlo Masters",2008-04-25,"Masters","Outdoor","Clay","Quarterfinals","3",6,1,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",2,5,"Ferrer D.",39,19,9,0.769230769230769,0.789473684210526,0.888888888888889,32,16,9,0.71875,0.6875,0.777777777777778,2,0,2,0,"Win","3rd Round",6,4,0.666666666666667
"274","Monte Carlo","Monte Carlo Masters",2008-04-26,"Masters","Outdoor","Clay","Semifinals","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,4,"Davydenko N.",40,20,10,0.775,0.8,0.9,36,23,15,0.722222222222222,0.782608695652174,0.866666666666667,2,0,2,0,"Win","Quarterfinals",3,2,0.666666666666667
"275","Monte Carlo","Monte Carlo Masters",2008-04-27,"Masters","Outdoor","Clay","The Final","3",7,5,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",2,1,"Federer R.",41,21,10,0.780487804878049,0.80952380952381,0.9,33,20,14,0.787878787878788,0.8,0.857142857142857,2,0,2,0,"Win","Semifinals",13,7,0.538461538461538
"276","Barcelona","Open Sabadell Atlántico 2008",2008-04-30,"International Gold","Outdoor","Clay","2nd Round","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,45,"Starace P.",39,22,10,0.769230769230769,0.818181818181818,0.9,17,17,6,0.470588235294118,0.470588235294118,0.5,2,0,2,0,"Win","The Final",2,2,1
"277","Barcelona","Open Sabadell Atlántico 2008",2008-05-01,"International Gold","Outdoor","Clay","3rd Round","3",6,4,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,35,"Lopez F.",39,23,10,0.769230769230769,0.826086956521739,0.9,17,14,4,0.470588235294118,0.5,0.5,2,0,2,0,"Win","2nd Round",2,2,1
"278","Barcelona","Open Sabadell Atlántico 2008",2008-05-02,"International Gold","Outdoor","Clay","Quarterfinals","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,37,"Chela J.I.",39,24,10,0.794871794871795,0.833333333333333,0.9,18,14,5,0.5,0.571428571428571,0.6,2,0,2,0,"Win","3rd Round",2,2,1
"279","Barcelona","Open Sabadell Atlántico 2008",2008-05-03,"International Gold","Outdoor","Clay","Semifinals","3",6,1,6,0,NA,NA,NA,NA,NA,NA,"Completed","Win",2,85,"Gremelmayr D.",40,25,11,0.8,0.84,0.909090909090909,16,14,9,0.625,0.642857142857143,0.777777777777778,2,0,2,0,"Win","Quarterfinals",0,0,NA
"280","Barcelona","Open Sabadell Atlántico 2008",2008-05-04,"International Gold","Outdoor","Clay","The Final","3",6,1,4,6,6,1,NA,NA,NA,NA,"Completed","Win",2,5,"Ferrer D.",41,26,11,0.804878048780488,0.846153846153846,0.909090909090909,34,21,13,0.735294117647059,0.714285714285714,0.846153846153846,2,1,2,0,"Win","Semifinals",7,5,0.714285714285714
"281","Rome","Internazionali BNL d'Italia",2008-05-07,"Masters","Outdoor","Clay","2nd Round","3",7,5,6,1,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,23,"Ferrero J.C.",42,27,11,0.785714285714286,0.814814814814815,0.909090909090909,24,15,6,0.625,0.533333333333333,0.666666666666667,0,2,2,1,"Win","The Final",7,6,0.857142857142857
"282","Hamburg","Hamburg TMS",2008-05-14,"Masters","Outdoor","Clay","2nd Round","3",6,4,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",2,47,"Starace P.",40,28,12,0.8,0.821428571428571,0.916666666666667,21,20,10,0.476190476190476,0.5,0.5,2,0,0,2,"Lose","2nd Round",3,3,1
"283","Hamburg","Hamburg TMS",2008-05-15,"Masters","Outdoor","Clay","3rd Round","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,14,"Murray A.",40,29,13,0.825,0.827586206896552,0.923076923076923,28,19,9,0.678571428571429,0.578947368421053,0.555555555555556,2,0,2,0,"Win","2nd Round",2,2,1
"284","Hamburg","Hamburg TMS",2008-05-16,"Masters","Outdoor","Clay","Quarterfinals","3",6,1,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,12,"Moya C.",41,30,14,0.829268292682927,0.833333333333333,0.928571428571429,26,15,7,0.538461538461538,0.4,0.428571428571429,2,0,2,0,"Win","3rd Round",5,4,0.8
"285","Hamburg","Hamburg TMS",2008-05-17,"Masters","Outdoor","Clay","Semifinals","3",7,5,2,6,6,2,NA,NA,NA,NA,"Completed","Win",2,3,"Djokovic N.",42,31,15,0.833333333333333,0.838709677419355,0.933333333333333,33,24,13,0.848484848484849,0.833333333333333,0.846153846153846,2,1,2,0,"Win","Quarterfinals",9,6,0.666666666666667
"286","Hamburg","Hamburg TMS",2008-05-18,"Masters","Outdoor","Clay","The Final","3",7,5,6,7,6,3,NA,NA,NA,NA,"Completed","Win",2,1,"Federer R.",43,32,16,0.837209302325581,0.84375,0.9375,34,28,15,0.794117647058823,0.785714285714286,0.8,2,1,2,1,"Win","Semifinals",14,8,0.571428571428571
"287","Paris","French Open",2008-05-28,"Grand Slam","Outdoor","Clay","1st Round","5",7,5,6,3,6,1,NA,NA,NA,NA,"Completed","Win",2,76,"Bellucci T.",44,31,12,0.840909090909091,0.870967741935484,0.916666666666667,4,1,1,0.25,0,0,3,0,2,1,"Win","The Final",0,0,NA
"288","Paris","French Open",2008-05-29,"Grand Slam","Outdoor","Clay","2nd Round","5",6,4,6,0,6,1,NA,NA,NA,NA,"Completed","Win",2,148,"Devilder N.",45,32,13,0.844444444444444,0.875,0.923076923076923,4,2,2,0.25,0.5,0.5,3,0,3,0,"Win","1st Round",0,0,NA
"289","Paris","French Open",2008-05-30,"Grand Slam","Outdoor","Clay","3rd Round","5",6,1,6,3,6,1,NA,NA,NA,NA,"Completed","Win",2,26,"Nieminen J.",46,33,13,0.847826086956522,0.878787878787879,0.923076923076923,26,13,6,0.461538461538462,0.307692307692308,0.5,3,0,3,0,"Win","2nd Round",4,4,1
"290","Paris","French Open",2008-06-01,"Grand Slam","Outdoor","Clay","4th Round","5",6,1,6,0,6,2,NA,NA,NA,NA,"Completed","Win",2,23,"Verdasco F.",47,34,12,0.851063829787234,0.882352941176471,0.916666666666667,29,20,11,0.551724137931034,0.55,0.727272727272727,3,0,3,0,"Win","3rd Round",5,5,1
"291","Paris","French Open",2008-06-03,"Grand Slam","Outdoor","Clay","Quarterfinals","5",6,1,6,1,6,1,NA,NA,NA,NA,"Completed","Win",2,20,"Almagro N.",48,33,11,0.854166666666667,0.878787878787879,0.909090909090909,40,24,9,0.75,0.708333333333333,0.777777777777778,3,0,3,0,"Win","4th Round",1,1,1
"292","Paris","French Open",2008-06-06,"Grand Slam","Outdoor","Clay","Semifinals","5",6,4,6,2,7,6,NA,NA,NA,NA,"Completed","Win",2,3,"Djokovic N.",49,33,11,0.857142857142857,0.909090909090909,1,39,26,14,0.846153846153846,0.846153846153846,0.857142857142857,3,0,3,0,"Win","Quarterfinals",10,7,0.7
"293","Paris","French Open",2008-06-08,"Grand Slam","Outdoor","Clay","The Final","5",6,1,6,3,6,0,NA,NA,NA,NA,"Completed","Win",2,1,"Federer R.",50,34,12,0.86,0.911764705882353,1,41,34,12,0.804878048780488,0.823529411764706,0.833333333333333,3,0,3,0,"Win","Semifinals",15,9,0.6
"294","Queens Club","Stella Artois",2008-06-11,"International","Outdoor","Grass","2nd Round","3",6,2,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,102,"Bjorkman J.",51,35,13,0.862745098039216,0.914285714285714,1,11,5,3,0.454545454545455,0.2,0.333333333333333,2,0,3,0,"Win","The Final",0,0,NA
"295","Queens Club","Stella Artois",2008-06-12,"International","Outdoor","Grass","3rd Round","3",6,4,3,6,6,3,NA,NA,NA,NA,"Completed","Win",2,113,"Nishikori K.",52,36,14,0.865384615384615,0.916666666666667,1,13,6,3,0.615384615384615,0.333333333333333,0.666666666666667,2,1,2,0,"Win","2nd Round",0,0,NA
"296","Queens Club","Stella Artois",2008-06-13,"International","Outdoor","Grass","Quarterfinals","3",6,7,7,6,7,6,NA,NA,NA,NA,"Completed","Win",2,22,"Karlovic I.",53,36,14,0.867924528301887,0.916666666666667,1,28,17,5,0.5,0.470588235294118,0.4,2,1,2,1,"Win","3rd Round",0,0,NA
"297","Queens Club","Stella Artois",2008-06-14,"International","Outdoor","Grass","Semifinals","3",7,5,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,6,"Roddick A.",54,37,14,0.87037037037037,0.918918918918919,1,30,13,4,0.8,0.769230769230769,0.75,2,0,2,1,"Win","Quarterfinals",2,1,0.5
"298","Queens Club","Stella Artois",2008-06-15,"International","Outdoor","Grass","The Final","3",7,6,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",2,3,"Djokovic N.",55,37,14,0.872727272727273,0.918918918918919,1,44,30,12,0.840909090909091,0.833333333333333,0.75,2,0,2,0,"Win","Semifinals",11,8,0.727272727272727
"299","London","Wimbledon",2008-06-24,"Grand Slam","Outdoor","Grass","1st Round","5",6,4,6,4,7,6,NA,NA,NA,NA,"Completed","Win",2,122,"Beck A.",56,35,13,0.875,0.942857142857143,1,5,5,4,0.4,0.4,0.5,3,0,2,0,"Win","The Final",0,0,NA
"300","London","Wimbledon",2008-06-26,"Grand Slam","Outdoor","Grass","2nd Round","5",5,7,6,2,7,6,6,3,NA,NA,"Completed","Win",2,48,"Gulbis E.",57,35,14,0.87719298245614,0.942857142857143,1,26,16,9,0.538461538461538,0.5625,0.666666666666667,3,1,3,0,"Win","1st Round",0,0,NA
"301","London","Wimbledon",2008-06-28,"Grand Slam","Outdoor","Grass","3rd Round","3",7,6,6,2,6,3,NA,NA,NA,NA,"Completed","Win",2,32,"Kiefer N.",58,35,13,0.879310344827586,0.942857142857143,1,23,14,7,0.565217391304348,0.642857142857143,0.714285714285714,3,0,3,1,"Win","2nd Round",1,1,1
"302","London","Wimbledon",2008-06-30,"Grand Slam","Outdoor","Grass","4th Round","5",6,3,6,3,6,1,NA,NA,NA,NA,"Completed","Win",2,17,"Youzhny M.",58,35,13,0.879310344827586,0.942857142857143,1,29,11,6,0.620689655172414,0.545454545454545,0.666666666666667,3,0,3,0,"Win","3rd Round",9,6,0.666666666666667
"303","London","Wimbledon",2008-07-02,"Grand Slam","Outdoor","Grass","Quarterfinals","5",6,3,6,2,6,4,NA,NA,NA,NA,"Completed","Win",2,11,"Murray A.",57,35,13,0.87719298245614,0.942857142857143,1,35,20,8,0.657142857142857,0.65,0.75,3,0,3,0,"Win","4th Round",3,3,1
"304","London","Wimbledon",2008-07-04,"Grand Slam","Outdoor","Grass","Semifinals","5",6,1,7,6,6,4,NA,NA,NA,NA,"Completed","Win",2,94,"Schuettler R.",56,35,13,0.892857142857143,0.942857142857143,1,21,15,9,0.380952380952381,0.466666666666667,0.666666666666667,3,0,3,0,"Win","Quarterfinals",3,3,1
"305","London","Wimbledon",2008-07-06,"Grand Slam","Outdoor","Grass","The Final","5",6,4,6,4,6,7,6,7,9,7,"Completed","Win",2,1,"Federer R.",57,35,13,0.894736842105263,0.971428571428571,1,53,37,13,0.830188679245283,0.864864864864865,0.846153846153846,3,2,3,0,"Win","Semifinals",16,10,0.625
"306","Toronto","Rogers Masters",2008-07-24,"Masters","Outdoor","Hard","2nd Round","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,123,"Levine J.",52,33,7,0.903846153846154,0.96969696969697,1,13,7,6,0.307692307692308,0.428571428571429,0.333333333333333,2,0,3,2,"Win","The Final",0,0,NA
"307","Toronto","Rogers Masters",2008-07-25,"Masters","Outdoor","Hard","3rd Round","3",6,2,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",2,26,"Andreev I.",53,33,8,0.905660377358491,0.96969696969697,1,42,24,12,0.595238095238095,0.625,0.75,2,0,2,0,"Win","2nd Round",3,2,0.666666666666667
"308","Toronto","Rogers Masters",2008-07-26,"Masters","Outdoor","Hard","Quarterfinals","3",6,7,6,2,6,1,NA,NA,NA,NA,"Completed","Win",2,12,"Gasquet R.",54,33,8,0.907407407407407,0.96969696969697,1,29,19,10,0.586206896551724,0.631578947368421,0.7,2,1,2,0,"Win","3rd Round",3,3,1
"309","Toronto","Rogers Masters",2008-07-27,"Masters","Outdoor","Hard","Semifinals","3",7,6,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,9,"Murray A.",56,35,10,0.910714285714286,0.971428571428571,1,37,21,7,0.675675675675676,0.666666666666667,0.714285714285714,2,0,2,1,"Win","Quarterfinals",4,4,1
"310","Toronto","Rogers Masters",2008-07-27,"Masters","Outdoor","Hard","The Final","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,37,"Kiefer N.",56,35,10,0.910714285714286,0.971428571428571,1,28,20,9,0.642857142857143,0.7,0.666666666666667,2,0,2,0,"Win","Semifinals",2,2,1
"311","Cincinnati","Western & Southern Financial Group Masters",2008-07-31,"Masters","Outdoor","Hard","2nd Round","3",6,0,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,84,"Serra F.",57,33,9,0.912280701754386,0.96969696969697,1,23,14,5,0.434782608695652,0.428571428571429,0.4,2,0,2,0,"Win","The Final",1,1,1
"312","Cincinnati","Western & Southern Financial Group Masters",2008-08-01,"Masters","Outdoor","Hard","3rd Round","3",6,4,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",2,42,"Haas T.",58,33,9,0.913793103448276,0.96969696969697,1,26,13,8,0.538461538461538,0.615384615384615,0.625,2,0,2,0,"Win","2nd Round",2,2,1
"313","Cincinnati","Western & Southern Financial Group Masters",2008-08-02,"Masters","Outdoor","Hard","Quarterfinals","3",7,6,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,89,"Lapentti N.",59,33,10,0.915254237288136,0.96969696969697,1,24,12,5,0.5,0.5,0.6,2,0,2,0,"Win","3rd Round",0,0,NA
"314","Cincinnati","Western & Southern Financial Group Masters",2008-08-03,"Masters","Outdoor","Hard","Semifinals","3",6,1,7,5,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,3,"Djokovic N.",60,34,10,0.9,0.941176470588235,0.9,47,30,8,0.787234042553192,0.8,0.75,0,2,2,0,"Win","Quarterfinals",12,9,0.75
"315","New York","US Open",2008-08-25,"Grand Slam","Outdoor","Hard","1st Round","5",7,6,6,3,7,6,NA,NA,NA,NA,"Completed","Win",1,136,"Phau B.",59,29,7,0.915254237288136,0.96551724137931,0.857142857142857,2,2,1,0,0,0,3,0,0,2,"Lose","Semifinals",0,0,NA
"316","New York","US Open",2008-08-29,"Grand Slam","Outdoor","Hard","2nd Round","5",6,1,6,2,6,4,NA,NA,NA,NA,"Completed","Win",1,261,"De Heart R.",60,27,6,0.916666666666667,0.962962962962963,0.833333333333333,2,2,2,0.5,0.5,0.5,3,0,3,0,"Win","1st Round",0,0,NA
"317","New York","US Open",2008-08-30,"Grand Slam","Outdoor","Hard","3rd Round","5",6,4,6,3,6,0,NA,NA,NA,NA,"Completed","Win",1,71,"Troicki V.",61,27,6,0.918032786885246,0.962962962962963,0.833333333333333,24,19,10,0.541666666666667,0.631578947368421,0.7,3,0,3,0,"Win","2nd Round",1,1,1
"318","New York","US Open",2008-09-01,"Grand Slam","Outdoor","Hard","4th Round","5",6,2,5,7,7,6,6,3,NA,NA,"Completed","Win",1,55,"Querrey S.",60,27,5,0.916666666666667,0.962962962962963,0.8,30,15,4,0.566666666666667,0.533333333333333,0.75,3,1,3,0,"Win","3rd Round",1,1,1
"319","New York","US Open",2008-09-04,"Grand Slam","Outdoor","Hard","Quarterfinals","5",3,6,6,1,6,4,6,2,NA,NA,"Completed","Win",1,35,"Fish M.",60,27,5,0.933333333333333,0.962962962962963,1,39,22,14,0.58974358974359,0.590909090909091,0.714285714285714,3,1,3,1,"Win","4th Round",4,4,1
"320","New York","US Open",2008-09-06,"Grand Slam","Outdoor","Hard","Semifinals","5",6,2,7,6,4,6,6,4,NA,NA,"Completed","Lose",1,6,"Murray A.",61,27,6,0.918032786885246,0.925925925925926,0.833333333333333,39,23,6,0.743589743589744,0.869565217391304,1,1,3,3,1,"Win","Quarterfinals",5,5,1
"321","Madrid","Madrid Masters",2008-10-14,"Masters","Indoor","Hard","2nd Round","3",7,5,3,6,6,3,NA,NA,NA,NA,"Completed","Win",1,54,"Gulbis E.",51,16,1,0.941176470588235,0.875,1,28,14,6,0.571428571428571,0.5,0.5,2,1,1,3,"Lose","Semifinals",1,1,1
"322","Madrid","Madrid Masters",2008-10-16,"Masters","Indoor","Hard","3rd Round","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,14,"Gasquet R.",52,17,2,0.942307692307692,0.882352941176471,1,36,19,8,0.611111111111111,0.631578947368421,0.625,2,0,2,1,"Win","2nd Round",4,4,1
"323","Madrid","Madrid Masters",2008-10-17,"Masters","Indoor","Hard","Quarterfinals","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",1,40,"Lopez F.",53,18,3,0.943396226415094,0.888888888888889,1,28,15,9,0.464285714285714,0.466666666666667,0.666666666666667,2,0,2,0,"Win","3rd Round",3,3,1
"324","Madrid","Madrid Masters",2008-10-18,"Masters","Indoor","Hard","Semifinals","3",3,6,7,5,7,6,NA,NA,NA,NA,"Completed","Lose",1,16,"Simon G.",54,19,4,0.925925925925926,0.842105263157895,0.75,45,22,7,0.733333333333333,0.772727272727273,0.714285714285714,1,2,2,0,"Win","Quarterfinals",2,2,1
"325","Paris","BNP Paribas",2008-10-29,"Masters","Indoor","Carpet","2nd Round","3",6,2,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",1,63,"Serra F.",47,14,5,0.914893617021277,0.785714285714286,0.8,30,16,5,0.433333333333333,0.4375,0.2,2,0,1,2,"Lose","Semifinals",2,2,1
"326","Paris","BNP Paribas",2008-10-30,"Masters","Indoor","Carpet","3rd Round","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,16,"Monfils G.",47,14,6,0.914893617021277,0.785714285714286,0.833333333333333,33,18,11,0.696969696969697,0.722222222222222,0.727272727272727,2,0,2,0,"Win","2nd Round",2,2,1
"327","Paris","BNP Paribas",2008-10-31,"Masters","Indoor","Carpet","Quarterfinals","3",6,1,NA,NA,NA,NA,NA,NA,NA,NA,"Retired","Lose",1,6,"Davydenko N.",47,14,7,0.893617021276596,0.714285714285714,0.714285714285714,34,13,9,0.705882352941177,0.692307692307692,0.666666666666667,0,1,2,0,"Win","3rd Round",4,3,0.75
"328","Doha","Qatar Exxon Mobil Open",2009-01-06,"ATP250","Outdoor","Hard","1st Round","3",6,0,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",1,51,"Santoro F.",23,8,1,0.826086956521739,0.75,1,13,5,1,0.538461538461538,0.4,0,2,0,0,1,"Lose","Quarterfinals",0,0,NA
"329","Doha","Qatar Exxon Mobil Open",2009-01-07,"ATP250","Outdoor","Hard","2nd Round","3",6,1,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,144,"Beck K.",24,9,2,0.833333333333333,0.777777777777778,1,2,2,2,0.5,0.5,0.5,2,0,2,0,"Win","1st Round",0,0,NA
"330","Doha","Qatar Exxon Mobil Open",2009-01-08,"ATP250","Outdoor","Hard","Quarterfinals","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Lose",1,13,"Monfils G.",25,10,3,0.8,0.7,0.666666666666667,24,11,3,0.708333333333333,0.727272727272727,1,0,2,2,0,"Win","2nd Round",3,3,1
"331","Melbourne","Australian Open",2009-01-20,"Grand Slam","Outdoor","Hard","1st Round","5",6,0,6,2,6,2,NA,NA,NA,NA,"Completed","Win",1,75,"Rochus C.",25,7,4,0.8,0.714285714285714,0.75,5,3,2,0.2,0,0,3,0,0,2,"Lose","Quarterfinals",0,0,NA
"332","Melbourne","Australian Open",2009-01-22,"Grand Slam","Outdoor","Hard","2nd Round","5",6,2,6,3,6,2,NA,NA,NA,NA,"Completed","Win",1,92,"Karanusic R.",24,8,5,0.791666666666667,0.75,0.8,9,3,3,0.333333333333333,0.333333333333333,0.333333333333333,3,0,3,0,"Win","1st Round",0,0,NA
"333","Melbourne","Australian Open",2009-01-24,"Grand Slam","Outdoor","Hard","3rd Round","5",6,4,6,2,6,2,NA,NA,NA,NA,"Completed","Win",1,79,"Haas T.",23,9,6,0.782608695652174,0.777777777777778,0.833333333333333,12,3,3,0.583333333333333,0.666666666666667,0.666666666666667,3,0,3,0,"Win","2nd Round",3,3,1
